;stage;fecha_hecho;poblacion;territorio;caracteristica;patrimonio;latitud;longitud;caso;valor;cantidad;id;nombre_barrio;codigo_barrio;codigo_comuna;lugar;sede_receptora;id;sexo;edad;estado_civil;grupo_actor;actividad_delictiva;parentesco;ocupacion;discapacidad;grupo_especial;medio_transporte;nivel_academico;testigo;id;conducta;modalidad;caracterizacion;conducta_especial;arma_medio;articulo_penal;categoria_penal;id;bien;categoria_bien;grupo_bien;modelo;color;permiso;unidad_medida
48331;aa230c6db618b4b4e4fc19c6dae1eb9037bddfcc;2020-09-09 01:00:00;1db1a6e70e1244aa122fd0ecc1175db71c70f8ff;6eb18d240d5bd22d5ca34286911f2c0a44355899;cf6494077082b620d07b18d7c92a746d69b19863;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,24710209;-75,63058087;VERDADERO;3000000;1;6eb18d240d5bd22d5ca34286911f2c0a44355899;El Corazón;#1313;13;Finca;San Javier;1db1a6e70e1244aa122fd0ecc1175db71c70f8ff;Mujer;46;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;cf6494077082b620d07b18d7c92a746d69b19863;Hurto de semoviente;Descuido;Sin dato;No;No;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
55034;213a96be36cdcc1d2a2c57163b460772233b377d;2017-02-27 00:00:00;15976ccdd7746c57484ee4f9f37e40adde601c3a;cd51922a583541e37490ad962863aacbe10b15cf;d852fb703a17142dc115367cbd161c9594fcb76d;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,28244064;-75,60609571;VERDADERO;0;1;cd51922a583541e37490ad962863aacbe10b15cf;Pajarito;#0723;7;Finca;Castilla;15976ccdd7746c57484ee4f9f37e40adde601c3a;Hombre;57;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;d852fb703a17142dc115367cbd161c9594fcb76d;Hurto de semoviente;Desvalijar o descuartizar;Sin dato;No;Arma cortopunzante;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
55346;90b4ffdeeb36b335a6b6d3610fd906e88e469e18;2017-06-19 20:30:00;7f39b11faafa3c5ac64124453f66fd7dca1e4a68;2d3bac9f182153e43c1a0158b5008650a0738ed0;cf6494077082b620d07b18d7c92a746d69b19863;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,22686373;-75,51601208;VERDADERO;400000;1;2d3bac9f182153e43c1a0158b5008650a0738ed0;Media Luna;#9002;90;Finca;Buenos Aires;7f39b11faafa3c5ac64124453f66fd7dca1e4a68;Hombre;32;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;cf6494077082b620d07b18d7c92a746d69b19863;Hurto de semoviente;Descuido;Sin dato;No;No;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
58893;HS_HURTO_GENERAL_2010_23004;2007-07-31 12:50:00;7c2c629cf04652bf4b689d020f34bf3190da93fa;bf791b635857fba6d1bff31a7c112078ee706184;dfa50894ec839ca1e1ba2a05d845d3aa9ae9d94a;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,245624;-75,580796;VERDADERO;150000000;1;bf791b635857fba6d1bff31a7c112078ee706184;Los Conquistadores;#1105;11;Vía pública;Laureles;7c2c629cf04652bf4b689d020f34bf3190da93fa;Hombre;32;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;dfa50894ec839ca1e1ba2a05d845d3aa9ae9d94a;Hurto de semoviente;Atraco;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
58894;HS_HURTO_GENERAL_2013_19811;2007-07-31 12:50:00;7c2c629cf04652bf4b689d020f34bf3190da93fa;bf791b635857fba6d1bff31a7c112078ee706184;dfa50894ec839ca1e1ba2a05d845d3aa9ae9d94a;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,245624;-75,580796;FALSO;150000000;1;bf791b635857fba6d1bff31a7c112078ee706184;Los Conquistadores;#1105;11;Vía pública;Laureles;7c2c629cf04652bf4b689d020f34bf3190da93fa;Hombre;32;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;dfa50894ec839ca1e1ba2a05d845d3aa9ae9d94a;Hurto de semoviente;Atraco;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
60162;HS_HURTO_GENERAL_2010_9573;2004-08-15 05:00:00;ed06b9db0abe9a29566dbd6a0d1b0300fa318218;f2472ee3267362a2c9998e408b0b6a35e953dee2;eaacba87b3e029abdb58e4214b44ccc315fd2de2;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,248944;-75,543208;VERDADERO;2000000;1;f2472ee3267362a2c9998e408b0b6a35e953dee2;Los Mangos;#0807;8;Vía pública;Villa Hermosa;ed06b9db0abe9a29566dbd6a0d1b0300fa318218;Hombre;33;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;eaacba87b3e029abdb58e4214b44ccc315fd2de2;Hurto de semoviente;Descuido;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
63683;9d206fe31f433e4a64061fcd99ef928b29d46b73;2020-01-10 00:00:00;117e539056ad0f2b857700532864ee9dff916472;2a7096e652042197c463ed5d91c4d2142804be78;cf6494077082b620d07b18d7c92a746d69b19863;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,30647064;-75,63803665;VERDADERO;5100000;1;2a7096e652042197c463ed5d91c4d2142804be78;San Jose de La Montaña;#6007;60;Finca;Doce de Octubre;117e539056ad0f2b857700532864ee9dff916472;Hombre;64;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;cf6494077082b620d07b18d7c92a746d69b19863;Hurto de semoviente;Descuido;Sin dato;No;No;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
65921;7de85d0d-46fe-41d3-89f6-51e8b8f56dca;2022-07-28 19:00:00;b1bc31b271ce43a7f0c72c4a16c8cad8c0c03b0a;c0d21cb7c3e542ca60c0c39bfa14f6b5e12e172d;cf6494077082b620d07b18d7c92a746d69b19863;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,31708855;-75,65740935;VERDADERO;2000000;1;c0d21cb7c3e542ca60c0c39bfa14f6b5e12e172d;Boqueron;#6006;60;Potrero;Doce de Octubre;b1bc31b271ce43a7f0c72c4a16c8cad8c0c03b0a;Hombre;45;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;cf6494077082b620d07b18d7c92a746d69b19863;Hurto de semoviente;Descuido;Sin dato;No;No;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
68140;1e75b6b1fa75bb64a2eb4145a756392e08681594;2016-02-05 03:25:00;406aa6932aefb6bedc14bcc034cb36f3545cc9e9;9acc0ee2b4b8612ae0658dd08fb7c1015c16fc18;fa314032ba1b837f51e5230660ab8b5518ca573c;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,19256111;-75,65187019;VERDADERO;6000000;1;9acc0ee2b4b8612ae0658dd08fb7c1015c16fc18;La Verde;#8007;80;Finca;San Antonio de Prado;406aa6932aefb6bedc14bcc034cb36f3545cc9e9;Hombre;35;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;fa314032ba1b837f51e5230660ab8b5518ca573c;Hurto de semoviente;Arreo;Sin dato;No;No;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
73329;35dd521e9d55661d04abd82425931f60fc7a1374;2019-04-01 06:00:00;406aa6932aefb6bedc14bcc034cb36f3545cc9e9;e28c3a2087fe67689cc2cc0786b3825e840b1d37;d852fb703a17142dc115367cbd161c9594fcb76d;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,23127179;-75,6687752;VERDADERO;50000000;1;e28c3a2087fe67689cc2cc0786b3825e840b1d37;El Astillero;#8005;80;Finca;San Antonio de Prado;406aa6932aefb6bedc14bcc034cb36f3545cc9e9;Hombre;35;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;d852fb703a17142dc115367cbd161c9594fcb76d;Hurto de semoviente;Desvalijar o descuartizar;Sin dato;No;Arma cortopunzante;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
75187;HS_HURTO_GENERAL_2010_15653;2005-10-13 03:00:00;c956d3a5ba74ab1758c1fc2eea5e38a1729ca04f;2c7db4f36e27a7b5ceb16f3bddd91e2b48a9ff48;eaacba87b3e029abdb58e4214b44ccc315fd2de2;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,229316;-75,612564;FALSO;1000000;1;2c7db4f36e27a7b5ceb16f3bddd91e2b48a9ff48;Las Violetas;#1616;16;Potrero;Belén;c956d3a5ba74ab1758c1fc2eea5e38a1729ca04f;Hombre;50;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;eaacba87b3e029abdb58e4214b44ccc315fd2de2;Hurto de semoviente;Descuido;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
75188;HS_HURTO_GENERAL_2010_15652;2005-10-13 03:00:00;c956d3a5ba74ab1758c1fc2eea5e38a1729ca04f;2c7db4f36e27a7b5ceb16f3bddd91e2b48a9ff48;eaacba87b3e029abdb58e4214b44ccc315fd2de2;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,229316;-75,612564;VERDADERO;1000000;1;2c7db4f36e27a7b5ceb16f3bddd91e2b48a9ff48;Las Violetas;#1616;16;Potrero;Belén;c956d3a5ba74ab1758c1fc2eea5e38a1729ca04f;Hombre;50;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;eaacba87b3e029abdb58e4214b44ccc315fd2de2;Hurto de semoviente;Descuido;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
75190;HS_HURTO_GENERAL_2013_13705;2005-10-13 03:00:00;c956d3a5ba74ab1758c1fc2eea5e38a1729ca04f;2c7db4f36e27a7b5ceb16f3bddd91e2b48a9ff48;eaacba87b3e029abdb58e4214b44ccc315fd2de2;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,229316;-75,612564;FALSO;1000000;1;2c7db4f36e27a7b5ceb16f3bddd91e2b48a9ff48;Las Violetas;#1616;16;Potrero;Belén;c956d3a5ba74ab1758c1fc2eea5e38a1729ca04f;Hombre;50;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;eaacba87b3e029abdb58e4214b44ccc315fd2de2;Hurto de semoviente;Descuido;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
75191;HS_HURTO_GENERAL_2013_13706;2005-10-13 03:00:00;c956d3a5ba74ab1758c1fc2eea5e38a1729ca04f;2c7db4f36e27a7b5ceb16f3bddd91e2b48a9ff48;eaacba87b3e029abdb58e4214b44ccc315fd2de2;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,229316;-75,612564;FALSO;1000000;1;2c7db4f36e27a7b5ceb16f3bddd91e2b48a9ff48;Las Violetas;#1616;16;Potrero;Belén;c956d3a5ba74ab1758c1fc2eea5e38a1729ca04f;Hombre;50;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;eaacba87b3e029abdb58e4214b44ccc315fd2de2;Hurto de semoviente;Descuido;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
75322;HS_HURTO_GENERAL_2010_17245;2006-01-11 10:30:00;0dc51562860be17abd79a3ab8f82e9222c3e0c43;0661d1aeb693e1bb7d9d476cd72f0b3441329b00;25cf76920018f9adfd489cce7f9d2db850b40cf2;3a8e703a337586d18e01c727a2885a179ee16015;;;VERDADERO;6000000;1;0661d1aeb693e1bb7d9d476cd72f0b3441329b00;Sin dato;SIN DATO;SIN DATO;Potrero;Villa Hermosa;0dc51562860be17abd79a3ab8f82e9222c3e0c43;Hombre;37;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;25cf76920018f9adfd489cce7f9d2db850b40cf2;Hurto de semoviente;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;3a8e703a337586d18e01c727a2885a179ee16015;Animales domésticos;Fauna;Mercancía;-1;Café;Sin dato;Sin dato
75323;HS_HURTO_GENERAL_2013_15097;2006-01-11 10:30:00;0dc51562860be17abd79a3ab8f82e9222c3e0c43;0661d1aeb693e1bb7d9d476cd72f0b3441329b00;25cf76920018f9adfd489cce7f9d2db850b40cf2;3a8e703a337586d18e01c727a2885a179ee16015;;;FALSO;6000000;1;0661d1aeb693e1bb7d9d476cd72f0b3441329b00;Sin dato;SIN DATO;SIN DATO;Potrero;Villa Hermosa;0dc51562860be17abd79a3ab8f82e9222c3e0c43;Hombre;37;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;25cf76920018f9adfd489cce7f9d2db850b40cf2;Hurto de semoviente;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;3a8e703a337586d18e01c727a2885a179ee16015;Animales domésticos;Fauna;Mercancía;-1;Café;Sin dato;Sin dato
76562;HS_HURTO_GENERAL_2010_30862;2009-04-22 17:00:00;2304fff9989ca33b9dc51f561aec1225b91a0029;f545aa2a9f454968c33b0c62664477f336352919;821f222ab4ef884b6b98e78560b4b46280a1442f;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;VERDADERO;14000000;1;f545aa2a9f454968c33b0c62664477f336352919;Sin dato;SIN DATO;SIN DATO;Finca;Itagüí;2304fff9989ca33b9dc51f561aec1225b91a0029;Hombre;60;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;821f222ab4ef884b6b98e78560b4b46280a1442f;Hurto de semoviente;Arreo;Sin dato;Sin dato;Arma cortopunzante;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
76600;HS_HURTO_GENERAL_2013_26528;2009-08-01 04:45:00;8892bd24bec666c5816d96f012a57eaae1c02e97;ffcf47eff38e2df33b3a84fa66374f6720410817;d8ac1aacb926815dd790645ce718ac00db6b28b1;4ae8b814fab138d9032654fdc7d5f2ef29519810;;;FALSO;20000000;1;ffcf47eff38e2df33b3a84fa66374f6720410817;Sin dato;SIN DATO;SIN DATO;Lote baldío;Doce de Octubre;8892bd24bec666c5816d96f012a57eaae1c02e97;Hombre;50;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;d8ac1aacb926815dd790645ce718ac00db6b28b1;Hurto de semoviente;Desvalijar o descuartizar;Sin dato;Sin dato;Arma cortopunzante;Sin dato;Sin dato;4ae8b814fab138d9032654fdc7d5f2ef29519810;Animales domésticos;Fauna;Mercancía;-1;Blanco;Sin dato;Sin dato
81671;7149f5c6-e918-4784-a3c0-aae4a7d608ea;2021-11-01 10:00:00;bb08ab9a8dacebb5a8b00082b6444d3f934a6539;2a7096e652042197c463ed5d91c4d2142804be78;cf6494077082b620d07b18d7c92a746d69b19863;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,3044801;-75,6377807;VERDADERO;50000000;1;2a7096e652042197c463ed5d91c4d2142804be78;San Jose de La Montaña;#6007;60;Finca;Doce de Octubre;bb08ab9a8dacebb5a8b00082b6444d3f934a6539;Hombre;39;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;cf6494077082b620d07b18d7c92a746d69b19863;Hurto de semoviente;Descuido;Sin dato;No;No;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
93474;1e34aafa-81b3-4d36-b408-d503f29c64e4;2022-05-26 01:00:00;2b450fd3496851de039243286bf64227ee1adb80;84424c8b7a520f2f65ebeefdfe4814b0c11ee94d;cf6494077082b620d07b18d7c92a746d69b19863;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,22044441;-75,68796216;VERDADERO;1500000;1;84424c8b7a520f2f65ebeefdfe4814b0c11ee94d;Yarumalito;#8004;80;Finca;San Antonio de Prado;2b450fd3496851de039243286bf64227ee1adb80;Hombre;30;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;cf6494077082b620d07b18d7c92a746d69b19863;Hurto de semoviente;Descuido;Sin dato;No;No;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
103170;f0d44cd430cd517c6dfcbea3a3611cbdf76ded02;2017-11-19 14:00:00;c2f60b43fa5aa4373f4f1b9235e51f6b3d241b31;212e140dfd83588e114367764fd2de9ed849c57b;79cc16a96556ccc2c917604592f3b44fe7a80233;3a8e703a337586d18e01c727a2885a179ee16015;6,30261181;-75,56083166;VERDADERO;1300000;1;212e140dfd83588e114367764fd2de9ed849c57b;Plaza de Ferias;#Inst_1;5;Feria de ganado;Castilla;c2f60b43fa5aa4373f4f1b9235e51f6b3d241b31;Hombre;44;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;79cc16a96556ccc2c917604592f3b44fe7a80233;Hurto de semoviente;Descuido;Sin dato;Sin dato;No;Sin dato;Sin dato;3a8e703a337586d18e01c727a2885a179ee16015;Animales domésticos;Fauna;Mercancía;-1;Café;Sin dato;Sin dato
104618;HS_HURTO_GENERAL_2010_24245;2007-12-17 08:00:00;6f4114ad71d7eaec5c18fb39ea7feb206c274d9a;27dde8cc2768ffd1d07960c8d69a2482a3e8efdd;429baa1a54a03fc261ea315e9160af5906391bdb;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,276322;-75,573295;VERDADERO;5200000;1;27dde8cc2768ffd1d07960c8d69a2482a3e8efdd;Terminal de Transporte;#Inst_4;5;Vía pública;Castilla;6f4114ad71d7eaec5c18fb39ea7feb206c274d9a;Hombre;78;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;429baa1a54a03fc261ea315e9160af5906391bdb;Hurto de semoviente;Arreo;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
113948;68a1f01b-68ba-41a1-a825-038eafea0427;2021-05-09 22:00:00;70069c3ff625e96eaa1dbb0fc4aeacc8567ec058;e6a53c0025bb37fc57e1cd43b887619ca5232250;cf6494077082b620d07b18d7c92a746d69b19863;3a8e703a337586d18e01c727a2885a179ee16015;6,17354548;-75,65269332;VERDADERO;3000000;1;e6a53c0025bb37fc57e1cd43b887619ca5232250;Área de expansión San Antonio De Prado;#AE7;80;Finca;San Antonio de Prado;70069c3ff625e96eaa1dbb0fc4aeacc8567ec058;Hombre;61;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;cf6494077082b620d07b18d7c92a746d69b19863;Hurto de semoviente;Descuido;Sin dato;No;No;Sin dato;Sin dato;3a8e703a337586d18e01c727a2885a179ee16015;Animales domésticos;Fauna;Mercancía;-1;Café;Sin dato;Sin dato
115144;1093592e-0eaa-48ba-988e-4cf2af1ad813;2022-03-11 23:40:00;fef43f6d478ba83312437856a1d974860d9dca8e;ed004f7106f77b3752558e7754b1890f879f89c1;cf6494077082b620d07b18d7c92a746d69b19863;cdd2403abc2fbe19253a01600a49420c01503694;6,32912296;-75,66698731;VERDADERO;1300000;1;ed004f7106f77b3752558e7754b1890f879f89c1;Volcana Guayabal;#5005;50;Potrero;Doce de Octubre;fef43f6d478ba83312437856a1d974860d9dca8e;Hombre;33;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;cf6494077082b620d07b18d7c92a746d69b19863;Hurto de semoviente;Descuido;Sin dato;No;No;Sin dato;Sin dato;cdd2403abc2fbe19253a01600a49420c01503694;Animales domésticos;Fauna;Mercancía;-1;Negro;Sin dato;Sin dato
127337;HS_HURTO_GENERAL_2013_7302;2004-06-08 21:20:00;fc4edfb6afc477f99403484f8c67a07db80592c7;46dd44a047999cf7fb1e9b0687303204d156c23a;25cf76920018f9adfd489cce7f9d2db850b40cf2;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;VERDADERO;3500000;1;46dd44a047999cf7fb1e9b0687303204d156c23a;Sin dato;SIN DATO;SIN DATO;Vía pública;Sin dato;fc4edfb6afc477f99403484f8c67a07db80592c7;Hombre;38;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;25cf76920018f9adfd489cce7f9d2db850b40cf2;Hurto de semoviente;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
135645;HS_HURTO_GENERAL_2010_19046;2006-05-17 00:00:00;0886e61d3834758b4ccba5dcac38b6a48ed037a9;c13e00da5e293e8737c98e1866d7884ae2615254;eaacba87b3e029abdb58e4214b44ccc315fd2de2;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;VERDADERO;1200000;1;c13e00da5e293e8737c98e1866d7884ae2615254;Las Violetas;#1616;16;Vía pública;Belén;0886e61d3834758b4ccba5dcac38b6a48ed037a9;Hombre;44;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;eaacba87b3e029abdb58e4214b44ccc315fd2de2;Hurto de semoviente;Descuido;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
145190;HS_HURTO_GENERAL_2013_4591;2003-11-11 04:00:00;13b81a8099f498b07346a6aabd874a7de078404b;8435d55f939adef55b4c2052455f0974758fb754;25cf76920018f9adfd489cce7f9d2db850b40cf2;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;FALSO;2000000;1;8435d55f939adef55b4c2052455f0974758fb754;Altavista;#1613;16;Finca;Sin dato;13b81a8099f498b07346a6aabd874a7de078404b;Hombre;36;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;25cf76920018f9adfd489cce7f9d2db850b40cf2;Hurto de semoviente;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
145949;bee79e9bbd5bb330d8a46127863abbbb2793d626;2017-08-09 00:00:00;ae1d6ec1ce0e9d2471327837abf0ab93e83617db;00bed8a9b6c80619abc9b621e1d642d6b804b704;fa314032ba1b837f51e5230660ab8b5518ca573c;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,32809492;-75,68099192;VERDADERO;59999996;1;00bed8a9b6c80619abc9b621e1d642d6b804b704;Volcana Guayabal;#5005;50;Finca;Doce de Octubre;ae1d6ec1ce0e9d2471327837abf0ab93e83617db;Hombre;47;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;fa314032ba1b837f51e5230660ab8b5518ca573c;Hurto de semoviente;Arreo;Sin dato;No;No;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
149823;673385149ab5a23d60f305c79da41dc286255807;2019-05-30 09:30:00;b313d2b7cfa100b9cffa6a802f737ab2c986eff7;4397036e43847034c4473af39dcb1f765603f6d2;cf6494077082b620d07b18d7c92a746d69b19863;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,29176692;-75,62811868;VERDADERO;2500000;1;4397036e43847034c4473af39dcb1f765603f6d2;Pedregal Alto;#6013;60;Finca;Doce de Octubre;b313d2b7cfa100b9cffa6a802f737ab2c986eff7;Hombre;49;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;cf6494077082b620d07b18d7c92a746d69b19863;Hurto de semoviente;Descuido;Sin dato;No;No;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
