;stage;fecha_hecho;poblacion;territorio;caracteristica;patrimonio;latitud;longitud;caso;valor;cantidad;id;nombre_barrio;codigo_barrio;codigo_comuna;lugar;sede_receptora;id;sexo;edad;estado_civil;grupo_actor;actividad_delictiva;parentesco;ocupacion;discapacidad;grupo_especial;medio_transporte;nivel_academico;testigo;id;conducta;modalidad;caracterizacion;conducta_especial;arma_medio;articulo_penal;categoria_penal;id;bien;categoria_bien;grupo_bien;modelo;color;permiso;unidad_medida
160718;HS_HURTO_GENERAL_2013_24352;2008-11-18 17:30:00;07ab83f0191239f2f355a666b55c3f1add2229c7;22d76035c43d8b52f0ef6394bc933b2164569820;0322e7b366ee3963f487e13319257ba2a9f7d75a;99ddd7be2777b62c1f9d14f0256d7e2ff95e63d8;;;FALSO;180000000;1;22d76035c43d8b52f0ef6394bc933b2164569820;Las Brisas;#0502;5;Vehículo particular;Castilla;07ab83f0191239f2f355a666b55c3f1add2229c7;Sin dato;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0322e7b366ee3963f487e13319257ba2a9f7d75a;Hurto por piratería terrestre;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;99ddd7be2777b62c1f9d14f0256d7e2ff95e63d8;Sin dato electrodomésticos;Electrodomésticos;Mercancía;-1;Sin dato;Sin dato;Sin dato
161141;3789b546193e0b95cc4b5040d1048fdd14604742;2020-07-06 16:50:00;6487dc9f8774d24bce88813472ddffefac0f3d2a;2352a61e2eb8ee0716bf5304ae77235d22d3fa87;7bd25f2b93a2cae5102201bf5f75209acd981613;e63fb4794d6b80db43827a0f467d994f3e3c8e81;6,24441937;-75,55382571;VERDADERO;1799999,875;1;2352a61e2eb8ee0716bf5304ae77235d22d3fa87;Sucre;#0809;8;Vía pública;Villa Hermosa;6487dc9f8774d24bce88813472ddffefac0f3d2a;Sin dato;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;7bd25f2b93a2cae5102201bf5f75209acd981613;Hurto por piratería terrestre;Atraco;Sin dato;A vehículo repartidor;Objeto contundente;Sin dato;Sin dato;e63fb4794d6b80db43827a0f467d994f3e3c8e81;Electrodoméstico video y audio y accesorios;Electrodomésticos;Mercancía;-1;Negro;Sin dato;Sin dato
162486;HS_HURTO_GENERAL_2010_33742;2010-01-07 11:55:00;6487dc9f8774d24bce88813472ddffefac0f3d2a;27dde8cc2768ffd1d07960c8d69a2482a3e8efdd;aa710db802a3627b9777a31f3dd73c2fd5c68fdc;6729f9c5c05c3dfa0a20e89a44a2c7eba2ecb0dd;6,276322;-75,573295;VERDADERO;2000000;1;27dde8cc2768ffd1d07960c8d69a2482a3e8efdd;Terminal de Transporte;#Inst_4;5;Vía pública;Castilla;6487dc9f8774d24bce88813472ddffefac0f3d2a;Sin dato;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;aa710db802a3627b9777a31f3dd73c2fd5c68fdc;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma cortopunzante;Sin dato;Sin dato;6729f9c5c05c3dfa0a20e89a44a2c7eba2ecb0dd;Carbohidratos y dulces;Alimento;Mercancía;-1;Sin dato;Sin dato;Sin dato
162648;HS_HURTO_GENERAL_2010_35655;2010-08-20 14:30:00;6487dc9f8774d24bce88813472ddffefac0f3d2a;c14f879194c718596cba685ba407804be99d2887;e56f69b049f0569379756c7843638d0b6d852d82;6a47bea38061b2150f26194b8d650dc5563fea64;6,288765;-75,583794;VERDADERO;36000000;1;c14f879194c718596cba685ba407804be99d2887;Kennedy;#0607;6;Residencia;Doce de Octubre;6487dc9f8774d24bce88813472ddffefac0f3d2a;Sin dato;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;6a47bea38061b2150f26194b8d650dc5563fea64;Artículos de aseo personal;Accesorios del hogar;Mercancía;-1;Sin dato;Sin dato;Sin dato
162649;HS_HURTO_GENERAL_2013_29995;2010-08-20 14:30:00;6487dc9f8774d24bce88813472ddffefac0f3d2a;c14f879194c718596cba685ba407804be99d2887;e56f69b049f0569379756c7843638d0b6d852d82;6a47bea38061b2150f26194b8d650dc5563fea64;6,288765;-75,583794;FALSO;36000000;1;c14f879194c718596cba685ba407804be99d2887;Kennedy;#0607;6;Residencia;Doce de Octubre;6487dc9f8774d24bce88813472ddffefac0f3d2a;Sin dato;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;6a47bea38061b2150f26194b8d650dc5563fea64;Artículos de aseo personal;Accesorios del hogar;Mercancía;-1;Sin dato;Sin dato;Sin dato
163473;HS_HURTO_GENERAL_2013_34332;2011-12-10 15:30:00;6487dc9f8774d24bce88813472ddffefac0f3d2a;04bf44e4df2de34bf5a3d504ccae5c2275774721;e56f69b049f0569379756c7843638d0b6d852d82;6a47bea38061b2150f26194b8d650dc5563fea64;6,285812;-75,577143;VERDADERO;40000000;1;04bf44e4df2de34bf5a3d504ccae5c2275774721;Alfonso López;#0514;5;Residencia;Castilla;6487dc9f8774d24bce88813472ddffefac0f3d2a;Sin dato;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;6a47bea38061b2150f26194b8d650dc5563fea64;Artículos de aseo personal;Accesorios del hogar;Mercancía;-1;Sin dato;Sin dato;Sin dato
164270;HS_HURTO_GENERAL_2013_39645;2012-10-05 13:20:00;6487dc9f8774d24bce88813472ddffefac0f3d2a;c2f794697698f29a564031b72a64cad1c8126e04;e56f69b049f0569379756c7843638d0b6d852d82;6729f9c5c05c3dfa0a20e89a44a2c7eba2ecb0dd;6,241791;-75,568404;VERDADERO;2496691;1;c2f794697698f29a564031b72a64cad1c8126e04;Barrio Colón;#1013;10;Vía pública;Candelaria;6487dc9f8774d24bce88813472ddffefac0f3d2a;Sin dato;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;6729f9c5c05c3dfa0a20e89a44a2c7eba2ecb0dd;Carbohidratos y dulces;Alimento;Mercancía;-1;Sin dato;Sin dato;Sin dato
164272;HS_HURTO_GENERAL_2013_39646;2012-10-05 13:20:00;6487dc9f8774d24bce88813472ddffefac0f3d2a;c2f794697698f29a564031b72a64cad1c8126e04;e56f69b049f0569379756c7843638d0b6d852d82;65da0480763174dd75d2620b5f23f944d50b0b49;6,241791;-75,568404;FALSO;250000;1;c2f794697698f29a564031b72a64cad1c8126e04;Barrio Colón;#1013;10;Vía pública;Candelaria;6487dc9f8774d24bce88813472ddffefac0f3d2a;Sin dato;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;65da0480763174dd75d2620b5f23f944d50b0b49;Caja fuerte;Elementos para guardar o almacenar;Mercancía;-1;Sin dato;Sin dato;Sin dato
171870;HS_HURTO_GENERAL_2010_10828;2004-11-20 09:00:00;d8f754d8aee74db2041f21c5b354a78a3ed06f48;8a7a26fb8b087e6ddef8a79487483379eb5b95ac;e56f69b049f0569379756c7843638d0b6d852d82;1fc1d066855a98b203976f83aa247a6010e55e04;6,226609;-75,583445;VERDADERO;5000000;1;8a7a26fb8b087e6ddef8a79487483379eb5b95ac;Trinidad;#1503;15;Vía pública;Belén;d8f754d8aee74db2041f21c5b354a78a3ed06f48;Hombre;43;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;1fc1d066855a98b203976f83aa247a6010e55e04;Avión;Transporte aire;Vehículo;-1;Sin dato;Sin dato;Sin dato
181392;HS_HURTO_GENERAL_2013_260;2003-02-11 09:30:00;75a4856f229f573f2d65b6e2bfb9f10f35939998;e5808349cf7771f2ed2033bc7d6ba9fabdd42435;351c2340f586cc48479956032af2465d65da8437;9ff06fb70ec5c7152c13c17319d4c597cccdf8dc;6,238868;-75,600141;FALSO;2000000;1;e5808349cf7771f2ed2033bc7d6ba9fabdd42435;Las Acacias;#1109;11;Vehículo particular;Sin dato;75a4856f229f573f2d65b6e2bfb9f10f35939998;Hombre;31;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;351c2340f586cc48479956032af2465d65da8437;Hurto por piratería terrestre;Sin dato;Sin dato;A vehículo repartidor;Arma de fuego;Sin dato;Sin dato;9ff06fb70ec5c7152c13c17319d4c597cccdf8dc;Pintura;Materiales y elementos para la construcción;Mercancía;-1;Sin dato;Sin dato;Sin dato
181448;HS_HURTO_GENERAL_2010_1244;2003-05-05 11:00:00;7cd9a6c5595f7aa5d1e1ec2e844901419989b85d;ae189ef3ba568b7a325dd2e2887a76ecc859965d;e56f69b049f0569379756c7843638d0b6d852d82;6729f9c5c05c3dfa0a20e89a44a2c7eba2ecb0dd;6,272936;-75,564753;VERDADERO;2500000;1;ae189ef3ba568b7a325dd2e2887a76ecc859965d;Miranda;#0415;4;Vehículo particular;Aranjuez;7cd9a6c5595f7aa5d1e1ec2e844901419989b85d;Hombre;46;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;6729f9c5c05c3dfa0a20e89a44a2c7eba2ecb0dd;Carbohidratos y dulces;Alimento;Mercancía;-1;Sin dato;Sin dato;Sin dato
181520;HS_HURTO_GENERAL_2010_2344;2003-07-05 09:30:00;4d1b25c60991e0721ca8abd512ed4ee2dadf8512;5569747b62eef825c5f85f9e06b151ab23b6ae1d;e56f69b049f0569379756c7843638d0b6d852d82;6729f9c5c05c3dfa0a20e89a44a2c7eba2ecb0dd;6,202332;-75,556218;VERDADERO;4500000;1;5569747b62eef825c5f85f9e06b151ab23b6ae1d;El Tesoro;#1409;14;Vía pública;Belén;4d1b25c60991e0721ca8abd512ed4ee2dadf8512;Hombre;30;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;6729f9c5c05c3dfa0a20e89a44a2c7eba2ecb0dd;Carbohidratos y dulces;Alimento;Mercancía;-1;Sin dato;Sin dato;Sin dato
181833;HS_HURTO_GENERAL_2010_4933;2003-10-28 13:50:00;4d1b25c60991e0721ca8abd512ed4ee2dadf8512;6b63d74917115bd548a101c075e26478238d0920;e56f69b049f0569379756c7843638d0b6d852d82;5ae7d6cf2827f7968abcb5e124fffb51264182a5;6,246825;-75,561995;VERDADERO;5000000;1;6b63d74917115bd548a101c075e26478238d0920;Boston;#1016;10;Vía pública;Candelaria;4d1b25c60991e0721ca8abd512ed4ee2dadf8512;Hombre;30;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;5ae7d6cf2827f7968abcb5e124fffb51264182a5;Sin dato mercancías;Sin dato mercancías;Mercancía;-1;Sin dato;Sin dato;Sin dato
182814;HS_HURTO_GENERAL_2010_9307;2004-07-30 13:30:00;1ab726d3e2ef53b2ba4dbe5433a962365b2344c8;4e67db17cd204d7e75959d6def54cd30a10f085c;e56f69b049f0569379756c7843638d0b6d852d82;6a47bea38061b2150f26194b8d650dc5563fea64;6,288629;-75,57278;VERDADERO;2000000;1;4e67db17cd204d7e75959d6def54cd30a10f085c;Castilla;#0511;5;Vía pública;Castilla;1ab726d3e2ef53b2ba4dbe5433a962365b2344c8;Hombre;36;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;6a47bea38061b2150f26194b8d650dc5563fea64;Artículos de aseo personal;Accesorios del hogar;Mercancía;-1;Sin dato;Sin dato;Sin dato
182909;HS_HURTO_GENERAL_2013_9175;2004-10-29 16:00:00;75a4856f229f573f2d65b6e2bfb9f10f35939998;d996aa8e48f5d0586441b36dcd6fc54b7b864f54;351c2340f586cc48479956032af2465d65da8437;d21f95708bab9c146814082d60dc9509c479c9d2;6,228823;-75,573719;FALSO;29999998;1;d996aa8e48f5d0586441b36dcd6fc54b7b864f54;Barrio Colombia;#1401;14;Vía pública;Sin dato;75a4856f229f573f2d65b6e2bfb9f10f35939998;Hombre;31;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;351c2340f586cc48479956032af2465d65da8437;Hurto por piratería terrestre;Sin dato;Sin dato;A vehículo repartidor;Arma de fuego;Sin dato;Sin dato;d21f95708bab9c146814082d60dc9509c479c9d2;Polietileno;Químicos;Mercancía;-1;Sin dato;Sin dato;Sin dato
182910;HS_HURTO_GENERAL_2013_9174;2004-10-29 16:00:00;75a4856f229f573f2d65b6e2bfb9f10f35939998;d996aa8e48f5d0586441b36dcd6fc54b7b864f54;351c2340f586cc48479956032af2465d65da8437;171fa4ad016b0a449b37cf8e9f99f3e0eafa72df;6,228823;-75,573719;VERDADERO;220000;1;d996aa8e48f5d0586441b36dcd6fc54b7b864f54;Barrio Colombia;#1401;14;Vía pública;Sin dato;75a4856f229f573f2d65b6e2bfb9f10f35939998;Hombre;31;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;351c2340f586cc48479956032af2465d65da8437;Hurto por piratería terrestre;Sin dato;Sin dato;A vehículo repartidor;Arma de fuego;Sin dato;Sin dato;171fa4ad016b0a449b37cf8e9f99f3e0eafa72df;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;-1;Sin dato;Sin dato;Sin dato
183354;HS_HURTO_GENERAL_2010_11523;2005-01-07 09:30:00;6e1376baea6be23cd8fc85ea5c10df6db8e25bab;c2f794697698f29a564031b72a64cad1c8126e04;e56f69b049f0569379756c7843638d0b6d852d82;5ae7d6cf2827f7968abcb5e124fffb51264182a5;6,245562;-75,567177;VERDADERO;5000000;1;c2f794697698f29a564031b72a64cad1c8126e04;Barrio Colón;#1013;10;Vía pública;Candelaria;6e1376baea6be23cd8fc85ea5c10df6db8e25bab;Hombre;47;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;5ae7d6cf2827f7968abcb5e124fffb51264182a5;Sin dato mercancías;Sin dato mercancías;Mercancía;-1;Sin dato;Sin dato;Sin dato
183357;HS_HURTO_GENERAL_2013_9997;2005-01-07 09:30:00;6e1376baea6be23cd8fc85ea5c10df6db8e25bab;c2f794697698f29a564031b72a64cad1c8126e04;e56f69b049f0569379756c7843638d0b6d852d82;5ae7d6cf2827f7968abcb5e124fffb51264182a5;6,245562;-75,567177;VERDADERO;5000000;1;c2f794697698f29a564031b72a64cad1c8126e04;Barrio Colón;#1013;10;Vía pública;Candelaria;6e1376baea6be23cd8fc85ea5c10df6db8e25bab;Hombre;47;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;5ae7d6cf2827f7968abcb5e124fffb51264182a5;Sin dato mercancías;Sin dato mercancías;Mercancía;-1;Sin dato;Sin dato;Sin dato
183524;HS_HURTO_GENERAL_2010_14113;2005-07-11 09:20:00;e66f6d0c5c8656988a249a104ff963fee1de0cf6;8893718107920eb2628cab354e14e9d33648e388;e56f69b049f0569379756c7843638d0b6d852d82;5ae7d6cf2827f7968abcb5e124fffb51264182a5;6,280477;-75,572297;VERDADERO;6000000;1;8893718107920eb2628cab354e14e9d33648e388;Terminal de Transporte;#Inst_4;5;Vehículo particular;Castilla;e66f6d0c5c8656988a249a104ff963fee1de0cf6;Hombre;33;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;5ae7d6cf2827f7968abcb5e124fffb51264182a5;Sin dato mercancías;Sin dato mercancías;Mercancía;-1;Sin dato;Sin dato;Sin dato
183581;HS_HURTO_GENERAL_2010_15308;2005-09-19 12:45:00;6d03658109f9f9aea64acb82987ebc76d24a2ac8;8893718107920eb2628cab354e14e9d33648e388;e56f69b049f0569379756c7843638d0b6d852d82;613cde3b96374e2f2279ae428de518db555f9d23;6,276168;-75,572809;VERDADERO;8420000;1;8893718107920eb2628cab354e14e9d33648e388;Terminal de Transporte;#Inst_4;5;Vehículo particular;Castilla;6d03658109f9f9aea64acb82987ebc76d24a2ac8;Hombre;36;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;613cde3b96374e2f2279ae428de518db555f9d23;Autopartes;Autoparte y elementos de la mecánica automotriz;Mercancía;-1;Negro;Sin dato;Sin dato
184628;HS_HURTO_GENERAL_2013_24224;2008-11-07 15:30:00;5cc1939a6d05db0ea176aef154a332afd91db5cc;406c381999052ff52e078a9180a3c44273b063b0;e56f69b049f0569379756c7843638d0b6d852d82;6a47bea38061b2150f26194b8d650dc5563fea64;6,194746;-75,582872;FALSO;25000000;1;406c381999052ff52e078a9180a3c44273b063b0;Guayabal;#1510;15;Vehículo particular;Belén;5cc1939a6d05db0ea176aef154a332afd91db5cc;Hombre;31;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;6a47bea38061b2150f26194b8d650dc5563fea64;Artículos de aseo personal;Accesorios del hogar;Mercancía;-1;Sin dato;Sin dato;Sin dato
185019;HS_HURTO_GENERAL_2010_33100;2009-11-18 10:30:00;942e10666307d5f6699ee718913d85a69a9fd07c;18bf9fdc3e4e45ebb2e93a48207a1bbff7c8da64;e56f69b049f0569379756c7843638d0b6d852d82;5f334fdae6f9c9d2d1e7a749e0712c3fac01806e;6,283634;-75,561765;VERDADERO;1300000;1;18bf9fdc3e4e45ebb2e93a48207a1bbff7c8da64;San Isidro;#0402;4;Vehículo particular;Aranjuez;942e10666307d5f6699ee718913d85a69a9fd07c;Hombre;49;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;5f334fdae6f9c9d2d1e7a749e0712c3fac01806e;Lácteos;Alimento;Mercancía;-1;Sin dato;Sin dato;Sin dato
186677;HS_HURTO_GENERAL_2013_47601;2013-10-22 08:45:00;4efc7145379637f26d0808f979fe3c6e86786bfc;8662f4534760602632aa7485b163c549b97c5dce;e56f69b049f0569379756c7843638d0b6d852d82;227b55388cfb5df144ba1f06d5a181737f9eb129;;;VERDADERO;29999998;1;8662f4534760602632aa7485b163c549b97c5dce;Robledo;#0717;7;Vía pública;Castilla;4efc7145379637f26d0808f979fe3c6e86786bfc;Hombre;23;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;227b55388cfb5df144ba1f06d5a181737f9eb129;Bebidas;Alimento;Mercancía;-1;Café;Sin dato;Sin dato
187911;HS_HURTO_GENERAL_2010_222;2003-01-24 11:30:00;07ab83f0191239f2f355a666b55c3f1add2229c7;ffc2a9c4c554719a27c046c496141676c82006f6;e56f69b049f0569379756c7843638d0b6d852d82;5ae7d6cf2827f7968abcb5e124fffb51264182a5;6,258951;-75,571632;VERDADERO;4280000;1;ffc2a9c4c554719a27c046c496141676c82006f6;El Chagualo;#1004;10;Vía pública;Candelaria;07ab83f0191239f2f355a666b55c3f1add2229c7;Sin dato;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;5ae7d6cf2827f7968abcb5e124fffb51264182a5;Sin dato mercancías;Sin dato mercancías;Mercancía;-1;Sin dato;Sin dato;Sin dato
187912;HS_HURTO_GENERAL_2013_186;2003-01-24 11:30:00;07ab83f0191239f2f355a666b55c3f1add2229c7;36ae1c5c339b438f940233a0c2b91d43ee3ea511;351c2340f586cc48479956032af2465d65da8437;5ae7d6cf2827f7968abcb5e124fffb51264182a5;6,258951;-75,571632;FALSO;4280000;1;36ae1c5c339b438f940233a0c2b91d43ee3ea511;El Chagualo;#1004;10;Vía pública;Sin dato;07ab83f0191239f2f355a666b55c3f1add2229c7;Sin dato;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;351c2340f586cc48479956032af2465d65da8437;Hurto por piratería terrestre;Sin dato;Sin dato;A vehículo repartidor;Arma de fuego;Sin dato;Sin dato;5ae7d6cf2827f7968abcb5e124fffb51264182a5;Sin dato mercancías;Sin dato mercancías;Mercancía;-1;Sin dato;Sin dato;Sin dato
187921;HS_HURTO_GENERAL_2010_325;2003-02-10 15:00:00;07ab83f0191239f2f355a666b55c3f1add2229c7;9552a11f7a40639863e437ffa994cbca7efba8a3;e56f69b049f0569379756c7843638d0b6d852d82;4a5ae3a32d934273c95b1db06dacf7724272b405;;;VERDADERO;8000000;1;9552a11f7a40639863e437ffa994cbca7efba8a3;Toscana;#0501;5;Vía pública;Castilla;07ab83f0191239f2f355a666b55c3f1add2229c7;Sin dato;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;4a5ae3a32d934273c95b1db06dacf7724272b405;Sin dato materiales;Materiales y elementos para la construcción;Mercancía;-1;Sin dato;Sin dato;Sin dato
187939;HS_HURTO_GENERAL_2010_464;2003-02-25 10:00:00;07ab83f0191239f2f355a666b55c3f1add2229c7;40436483c02bb3200da1cc5de2ef279117788763;e56f69b049f0569379756c7843638d0b6d852d82;6729f9c5c05c3dfa0a20e89a44a2c7eba2ecb0dd;6,238398;-75,573059;VERDADERO;5200000;1;40436483c02bb3200da1cc5de2ef279117788763;Calle Nueva;#1011;10;Vehículo particular;Candelaria;07ab83f0191239f2f355a666b55c3f1add2229c7;Sin dato;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;6729f9c5c05c3dfa0a20e89a44a2c7eba2ecb0dd;Carbohidratos y dulces;Alimento;Mercancía;-1;Sin dato;Sin dato;Sin dato
187940;HS_HURTO_GENERAL_2010_467;2003-02-25 13:30:00;07ab83f0191239f2f355a666b55c3f1add2229c7;e8975a3b52f6f5a989582192f2db3ce50a528c30;aa710db802a3627b9777a31f3dd73c2fd5c68fdc;cc2444ee9c4815a2df2608243ab62815a280512d;6,249644;-75,592164;VERDADERO;5000000;1;e8975a3b52f6f5a989582192f2db3ce50a528c30;Florida Nueva;#1117;11;Vía pública;Laureles;07ab83f0191239f2f355a666b55c3f1add2229c7;Sin dato;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;aa710db802a3627b9777a31f3dd73c2fd5c68fdc;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma cortopunzante;Sin dato;Sin dato;cc2444ee9c4815a2df2608243ab62815a280512d;Telas;Otros elementos;Mercancía;-1;Sin dato;Sin dato;Sin dato
187945;HS_HURTO_GENERAL_2013_395;2003-02-27 11:45:00;07ab83f0191239f2f355a666b55c3f1add2229c7;55bb476d8e9105e14754ec25354714a7d28640d7;351c2340f586cc48479956032af2465d65da8437;b19d3ca8adc4e71218fae9bea40c2142a6284e08;6,238658;-75,573665;FALSO;22000000;1;55bb476d8e9105e14754ec25354714a7d28640d7;Calle Nueva;#1011;10;Vía pública;Sin dato;07ab83f0191239f2f355a666b55c3f1add2229c7;Sin dato;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;351c2340f586cc48479956032af2465d65da8437;Hurto por piratería terrestre;Sin dato;Sin dato;A vehículo repartidor;Arma de fuego;Sin dato;Sin dato;b19d3ca8adc4e71218fae9bea40c2142a6284e08;Repuestos para maquinaria y equipo;Maquinaria y equipo;Mercancía;-1;Sin dato;Sin dato;Sin dato
187950;HS_HURTO_GENERAL_2013_427;2003-03-05 10:00:00;07ab83f0191239f2f355a666b55c3f1add2229c7;4fd09354e481bd5d7647fda0969738dcd8380ce3;351c2340f586cc48479956032af2465d65da8437;5ae7d6cf2827f7968abcb5e124fffb51264182a5;6,200381;-75,564447;FALSO;11601460;1;4fd09354e481bd5d7647fda0969738dcd8380ce3;Los Naranjos;#1410;14;Vía pública;Sin dato;07ab83f0191239f2f355a666b55c3f1add2229c7;Sin dato;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;351c2340f586cc48479956032af2465d65da8437;Hurto por piratería terrestre;Sin dato;Sin dato;A vehículo repartidor;Arma de fuego;Sin dato;Sin dato;5ae7d6cf2827f7968abcb5e124fffb51264182a5;Sin dato mercancías;Sin dato mercancías;Mercancía;-1;Sin dato;Sin dato;Sin dato
