;stage;fecha_hecho;poblacion;territorio;caracteristica;patrimonio;latitud;longitud;caso;valor;cantidad;id;nombre_barrio;codigo_barrio;codigo_comuna;lugar;sede_receptora;id;sexo;edad;estado_civil;grupo_actor;actividad_delictiva;parentesco;ocupacion;discapacidad;grupo_especial;medio_transporte;nivel_academico;testigo;id;conducta;modalidad;caracterizacion;conducta_especial;arma_medio;articulo_penal;categoria_penal;id;bien;categoria_bien;grupo_bien;modelo;color;permiso;unidad_medida
337141;HS_HURTO_GENERAL_2013_26895;2009-09-07 17:30:00;84681c8ec25d436274010a4a5284abba9c2fa3e0;9552a11f7a40639863e437ffa994cbca7efba8a3;e56f69b049f0569379756c7843638d0b6d852d82;aa8dc7a3b9f517bc359ab7a129bfe6d072a12954;;;FALSO;14999999;1;9552a11f7a40639863e437ffa994cbca7efba8a3;Toscana;#0501;5;Vía pública;Castilla;84681c8ec25d436274010a4a5284abba9c2fa3e0;Hombre;31;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;aa8dc7a3b9f517bc359ab7a129bfe6d072a12954;Carbohidratos y dulces;Alimento;Mercancía;-1;Amarillo;Sin dato;Sin dato
337202;HS_HURTO_GENERAL_2013_27735;2009-12-07 08:30:00;211bd1e754ba6738e00c330b8005466adc3ed69c;58a0885e2105381f97fd1664d3d8f3105d3c3edf;bc0c0db3e14688bca42da378667dd526a4a010aa;f67e99a93bc29fb8b642d10b272329c535be0bd8;6,275015;-75,56154;FALSO;3024000;1;58a0885e2105381f97fd1664d3d8f3105d3c3edf;Miranda;#0415;4;Vía pública;Aranjuez;211bd1e754ba6738e00c330b8005466adc3ed69c;Hombre;24;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;bc0c0db3e14688bca42da378667dd526a4a010aa;Hurto por piratería terrestre;Atraco;Sin dato;Sin dato;Arma de fuego;Sin dato;Sin dato;f67e99a93bc29fb8b642d10b272329c535be0bd8;Tabaco;Artículos de fumador;Mercancía;-1;Sin dato;Sin dato;Sin dato
337811;b771d667-8b9f-42eb-a100-b2448e307482;2024-04-23 16:16:00;ee8b02af8f393f56d062900a2ec0082170b6a6d9;992e4ce63c77a423e84383e5b371fbaa6e08c05f;921329fbf5079897f8c0e8ed82c8465b5e1085d3;644556d829a0cd151a126662a6fef2846e2eeda1;;;VERDADERO;0;1;992e4ce63c77a423e84383e5b371fbaa6e08c05f;Sin dato;SIN DATO;SIN DATO;Vía pública;Castilla;ee8b02af8f393f56d062900a2ec0082170b6a6d9;Hombre;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;921329fbf5079897f8c0e8ed82c8465b5e1085d3;Hurto por piratería terrestre;Atraco;Sin dato;Sin dato;Arma cortopunzante;Sin dato;Sin dato;644556d829a0cd151a126662a6fef2846e2eeda1;Sin dato;Sin dato;Sin dato;-1;Sin dato;Sin dato;Sin dato
346613;HS_HURTO_GENERAL_2013_21;2003-01-03 13:00:00;6d21a41f0b80d468569a85bb0c07ec793330b400;2234aed60fa22b40906f39f9f4f643dbfae71bc8;351c2340f586cc48479956032af2465d65da8437;9ff06fb70ec5c7152c13c17319d4c597cccdf8dc;6,233375;-75,573413;FALSO;8000000;1;2234aed60fa22b40906f39f9f4f643dbfae71bc8;Perpetuo Socorro;#1012;10;Hospital o centro de salud;Sin dato;6d21a41f0b80d468569a85bb0c07ec793330b400;Hombre;22;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;351c2340f586cc48479956032af2465d65da8437;Hurto por piratería terrestre;Sin dato;Sin dato;A vehículo repartidor;Arma de fuego;Sin dato;Sin dato;9ff06fb70ec5c7152c13c17319d4c597cccdf8dc;Pintura;Materiales y elementos para la construcción;Mercancía;-1;Sin dato;Sin dato;Sin dato
347749;HS_HURTO_GENERAL_2010_358;2003-02-14 14:00:00;6ca6f21b883a9da86d66d738e32e38c0bd95969e;43aa1b9fd761e6424fa0bf9c77638fabd285d8ab;e56f69b049f0569379756c7843638d0b6d852d82;c0ccb9055d7ad1521e70e0987f43b51196a450cd;6,194907;-75,580034;VERDADERO;3500000;1;43aa1b9fd761e6424fa0bf9c77638fabd285d8ab;La Aguacatala;#1422;14;Vía pública;Poblado;6ca6f21b883a9da86d66d738e32e38c0bd95969e;Hombre;40;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;c0ccb9055d7ad1521e70e0987f43b51196a450cd;Vino;Licor;Mercancía;-1;Sin dato;Sin dato;Sin dato
347870;HS_HURTO_GENERAL_2010_1361;2003-05-10 10:00:00;8ec9deffa1e6c2c826ea982ee8eba90c047020a4;05a7593422abe15c04479126d3d55350b16c432f;e56f69b049f0569379756c7843638d0b6d852d82;644556d829a0cd151a126662a6fef2846e2eeda1;6,243716;-75,576635;VERDADERO;2500000;1;05a7593422abe15c04479126d3d55350b16c432f;La Alpujarra;#Inst_16;10;Vehículo particular;Candelaria;8ec9deffa1e6c2c826ea982ee8eba90c047020a4;Hombre;46;Divorciado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;644556d829a0cd151a126662a6fef2846e2eeda1;Sin dato;Sin dato;Sin dato;-1;Sin dato;Sin dato;Sin dato
347875;HS_HURTO_GENERAL_2010_1425;2003-05-14 12:00:00;c8927485f01d5e9baa350ea37e63c50bd5c4c584;03a2226e931ec74ea627e81ba199ea21e7126e44;e56f69b049f0569379756c7843638d0b6d852d82;f0ed6130d557ec267d0dd345a48561b50772851f;6,277341;-75,589372;VERDADERO;80000000;1;03a2226e931ec74ea627e81ba199ea21e7126e44;La Pilarica;#0706;7;Vía pública;Laureles;c8927485f01d5e9baa350ea37e63c50bd5c4c584;Hombre;45;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;f0ed6130d557ec267d0dd345a48561b50772851f;Cerveza;Licor;Mercancía;-1;Sin dato;Sin dato;Sin dato
351413;HS_HURTO_GENERAL_2010_7674;2004-04-11 16:00:00;95b47fc0a724ba353abd2d6a5342f8cb3e2af89a;0b52fe598ca3493a790e7161baa85a8c8b3eb8cd;bc0c0db3e14688bca42da378667dd526a4a010aa;6729f9c5c05c3dfa0a20e89a44a2c7eba2ecb0dd;6,282931;-75,573362;FALSO;4000000;1;0b52fe598ca3493a790e7161baa85a8c8b3eb8cd;Alfonso López;#0514;5;Vía pública;Doce de Octubre;95b47fc0a724ba353abd2d6a5342f8cb3e2af89a;Hombre;27;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;bc0c0db3e14688bca42da378667dd526a4a010aa;Hurto por piratería terrestre;Atraco;Sin dato;Sin dato;Arma de fuego;Sin dato;Sin dato;6729f9c5c05c3dfa0a20e89a44a2c7eba2ecb0dd;Carbohidratos y dulces;Alimento;Mercancía;-1;Sin dato;Sin dato;Sin dato
351414;HS_HURTO_GENERAL_2010_7673;2004-04-11 16:00:00;95b47fc0a724ba353abd2d6a5342f8cb3e2af89a;0b52fe598ca3493a790e7161baa85a8c8b3eb8cd;bc0c0db3e14688bca42da378667dd526a4a010aa;39ec8e9f494b85bd24efc1237045afe84bf98c34;6,282931;-75,573362;VERDADERO;40000000;1;0b52fe598ca3493a790e7161baa85a8c8b3eb8cd;Alfonso López;#0514;5;Vía pública;Doce de Octubre;95b47fc0a724ba353abd2d6a5342f8cb3e2af89a;Hombre;27;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;bc0c0db3e14688bca42da378667dd526a4a010aa;Hurto por piratería terrestre;Atraco;Sin dato;Sin dato;Arma de fuego;Sin dato;Sin dato;39ec8e9f494b85bd24efc1237045afe84bf98c34;Automóvil;Automóvil;Vehículo;1994;Blanco;Sin dato;Sin dato
351549;HS_HURTO_GENERAL_2010_9057;2004-07-15 08:40:00;6ca6f21b883a9da86d66d738e32e38c0bd95969e;c7c530b449a2710ed6327ab788cc339ac2fb3e18;2bd50fcaed098c619d805028dde731f609489051;4070bcaa616ad72a009cbde556d797a985844342;6,256908;-75,571705;VERDADERO;5000000;1;c7c530b449a2710ed6327ab788cc339ac2fb3e18;Estación Villa;#1005;10;Vía pública;Candelaria;6ca6f21b883a9da86d66d738e32e38c0bd95969e;Hombre;40;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2bd50fcaed098c619d805028dde731f609489051;Hurto por piratería terrestre;Sin dato;Sin dato;Piratería;Sin dato;Sin dato;Sin dato;4070bcaa616ad72a009cbde556d797a985844342;Papel;Librería, Papelería y útiles;Mercancía;-1;Sin dato;Sin dato;Sin dato
351784;HS_HURTO_GENERAL_2010_10797;2004-11-18 11:00:00;6ca6f21b883a9da86d66d738e32e38c0bd95969e;000eafbe09a716f47e7af29e92c37daa1f7dc063;e56f69b049f0569379756c7843638d0b6d852d82;4070bcaa616ad72a009cbde556d797a985844342;;;VERDADERO;10000000;1;000eafbe09a716f47e7af29e92c37daa1f7dc063;San Joaquín;#1104;11;Vía pública;Laureles;6ca6f21b883a9da86d66d738e32e38c0bd95969e;Hombre;40;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;4070bcaa616ad72a009cbde556d797a985844342;Papel;Librería, Papelería y útiles;Mercancía;-1;Sin dato;Sin dato;Sin dato
351860;HS_HURTO_GENERAL_2013_9847;2004-12-22 13:00:00;696d73ac6b2ecc4f0a01156061c07711081f2f3d;a35d06118bfef9f5886ec52151a58adcb75baee7;351c2340f586cc48479956032af2465d65da8437;323785c1beafad12c643b612b875b50d65842f29;6,214985;-75,575978;VERDADERO;150000000;1;a35d06118bfef9f5886ec52151a58adcb75baee7;Villa Carlota;#1403;14;Vía pública;Sin dato;696d73ac6b2ecc4f0a01156061c07711081f2f3d;Hombre;31;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;351c2340f586cc48479956032af2465d65da8437;Hurto por piratería terrestre;Sin dato;Sin dato;A vehículo repartidor;Arma de fuego;Sin dato;Sin dato;323785c1beafad12c643b612b875b50d65842f29;Autopartes;Autoparte y elementos de la mecánica automotriz;Mercancía;-1;Sin dato;Sin dato;Sin dato
352487;HS_HURTO_GENERAL_2010_66;2003-01-08 17:45:00;f35593925d1e40a94be19063292820feebbc7b61;ec030369d31548b739312f0e8c49d3d69b5c9d19;e56f69b049f0569379756c7843638d0b6d852d82;5ae7d6cf2827f7968abcb5e124fffb51264182a5;;;VERDADERO;21000000;1;ec030369d31548b739312f0e8c49d3d69b5c9d19;Guayabal;#1510;15;Fábrica o empresa;Belén;f35593925d1e40a94be19063292820feebbc7b61;Hombre;33;Divorciado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;5ae7d6cf2827f7968abcb5e124fffb51264182a5;Sin dato mercancías;Sin dato mercancías;Mercancía;-1;Sin dato;Sin dato;Sin dato
352601;HS_HURTO_GENERAL_2010_1289;2003-05-06 16:00:00;a199e1f00ea53281dee55e7585e01e3b82682ec4;3491044d358e6423fa27915fa88d8e283476bef7;e56f69b049f0569379756c7843638d0b6d852d82;5ae7d6cf2827f7968abcb5e124fffb51264182a5;;;VERDADERO;131841048;1;3491044d358e6423fa27915fa88d8e283476bef7;La Pilarica;#0706;7;Vehículo particular;Castilla;a199e1f00ea53281dee55e7585e01e3b82682ec4;Hombre;38;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;5ae7d6cf2827f7968abcb5e124fffb51264182a5;Sin dato mercancías;Sin dato mercancías;Mercancía;-1;Sin dato;Sin dato;Sin dato
353761;HS_HURTO_GENERAL_2013_9232;2004-11-04 14:30:00;d6bb6aada04cef1352ad9d75a823d1585ccd5f22;90fac94819706a7e2cd2e4259b577fe5428d9de9;351c2340f586cc48479956032af2465d65da8437;1bdc24faffe1d29b3ccecf29b909d8b4ae85e7cb;;;VERDADERO;808167;1;90fac94819706a7e2cd2e4259b577fe5428d9de9;Toscana;#0501;5;Vía pública;Sin dato;d6bb6aada04cef1352ad9d75a823d1585ccd5f22;Hombre;40;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;351c2340f586cc48479956032af2465d65da8437;Hurto por piratería terrestre;Sin dato;Sin dato;A vehículo repartidor;Arma de fuego;Sin dato;Sin dato;1bdc24faffe1d29b3ccecf29b909d8b4ae85e7cb;A.c.p.m;Combustible;Mercancía;-1;Sin dato;Sin dato;Sin dato
354244;HS_HURTO_GENERAL_2013_10505;2005-02-16 14:30:00;c770a908eab576a303134aaf20585503261e8a37;bd228fb07467f99df8188f8180fd265615444e22;e56f69b049f0569379756c7843638d0b6d852d82;b19d3ca8adc4e71218fae9bea40c2142a6284e08;;;FALSO;8000000;1;bd228fb07467f99df8188f8180fd265615444e22;San Benito;#1006;10;Plaza de mercado;Candelaria;c770a908eab576a303134aaf20585503261e8a37;Hombre;35;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;b19d3ca8adc4e71218fae9bea40c2142a6284e08;Repuestos para maquinaria y equipo;Maquinaria y equipo;Mercancía;-1;Sin dato;Sin dato;Sin dato
354267;HS_HURTO_GENERAL_2013_10700;2005-03-02 10:50:00;dc05bfae1d7a97c4f190571ff88f445fd014528e;03365b6924723287f0ebeb89f1ca321d9315c946;e56f69b049f0569379756c7843638d0b6d852d82;5ae7d6cf2827f7968abcb5e124fffb51264182a5;6,273442;-75,592913;FALSO;5000000;1;03365b6924723287f0ebeb89f1ca321d9315c946;Facultad de Minas U. Nal;#Inst_5;7;Vía pública;Castilla;dc05bfae1d7a97c4f190571ff88f445fd014528e;Hombre;30;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;5ae7d6cf2827f7968abcb5e124fffb51264182a5;Sin dato mercancías;Sin dato mercancías;Mercancía;-1;Sin dato;Sin dato;Sin dato
354304;HS_HURTO_GENERAL_2010_12649;2005-03-23 11:00:00;93ee606eb846d3106593777e2122497cc0fd0fba;395f6e47084c8bc83858fa679baeb050e1c89a71;e56f69b049f0569379756c7843638d0b6d852d82;5ae7d6cf2827f7968abcb5e124fffb51264182a5;6,289992;-75,57685;VERDADERO;11850000;1;395f6e47084c8bc83858fa679baeb050e1c89a71;La Esperanza;#0605;6;Vía pública;Castilla;93ee606eb846d3106593777e2122497cc0fd0fba;Hombre;50;Viudo(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;5ae7d6cf2827f7968abcb5e124fffb51264182a5;Sin dato mercancías;Sin dato mercancías;Mercancía;-1;Sin dato;Sin dato;Sin dato
354305;HS_HURTO_GENERAL_2013_10980;2005-03-23 11:00:00;93ee606eb846d3106593777e2122497cc0fd0fba;395f6e47084c8bc83858fa679baeb050e1c89a71;e56f69b049f0569379756c7843638d0b6d852d82;5ae7d6cf2827f7968abcb5e124fffb51264182a5;6,289992;-75,57685;FALSO;11850000;1;395f6e47084c8bc83858fa679baeb050e1c89a71;La Esperanza;#0605;6;Vía pública;Castilla;93ee606eb846d3106593777e2122497cc0fd0fba;Hombre;50;Viudo(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;5ae7d6cf2827f7968abcb5e124fffb51264182a5;Sin dato mercancías;Sin dato mercancías;Mercancía;-1;Sin dato;Sin dato;Sin dato
355170;HS_HURTO_GENERAL_2010_21662;2007-02-23 15:20:00;e2a3423e1ff99ada3211297eedd7802749a43d13;e6815db4f0c535898bb906ff979f280134d7b8b6;e56f69b049f0569379756c7843638d0b6d852d82;cc2444ee9c4815a2df2608243ab62815a280512d;6,213947;-75,579421;VERDADERO;1500000;1;e6815db4f0c535898bb906ff979f280134d7b8b6;Campo Amor;#1507;15;Hospital o centro de salud;Belén;e2a3423e1ff99ada3211297eedd7802749a43d13;Hombre;38;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;cc2444ee9c4815a2df2608243ab62815a280512d;Telas;Otros elementos;Mercancía;-1;Sin dato;Sin dato;Sin dato
355171;HS_HURTO_GENERAL_2013_18701;2007-02-23 15:20:00;e2a3423e1ff99ada3211297eedd7802749a43d13;e6815db4f0c535898bb906ff979f280134d7b8b6;e56f69b049f0569379756c7843638d0b6d852d82;cc2444ee9c4815a2df2608243ab62815a280512d;6,213947;-75,579421;FALSO;1500000;1;e6815db4f0c535898bb906ff979f280134d7b8b6;Campo Amor;#1507;15;Hospital o centro de salud;Belén;e2a3423e1ff99ada3211297eedd7802749a43d13;Hombre;38;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;cc2444ee9c4815a2df2608243ab62815a280512d;Telas;Otros elementos;Mercancía;-1;Sin dato;Sin dato;Sin dato
355313;HS_HURTO_GENERAL_2010_23403;2007-09-21 07:30:00;c424ebd960f0b5bc9fa94020b39a58a5225f391a;8a7a26fb8b087e6ddef8a79487483379eb5b95ac;e56f69b049f0569379756c7843638d0b6d852d82;424e05987b51fd1ff326482d42fd812bc20fd791;;;VERDADERO;139000000;1;8a7a26fb8b087e6ddef8a79487483379eb5b95ac;Trinidad;#1503;15;Vía pública;Belén;c424ebd960f0b5bc9fa94020b39a58a5225f391a;Hombre;21;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;424e05987b51fd1ff326482d42fd812bc20fd791;Electrodoméstico video y audio y accesorios;Electrodomésticos;Mercancía;-1;Sin dato;Sin dato;Sin dato
355314;HS_HURTO_GENERAL_2013_20146;2007-09-21 07:30:00;c424ebd960f0b5bc9fa94020b39a58a5225f391a;8a7a26fb8b087e6ddef8a79487483379eb5b95ac;e56f69b049f0569379756c7843638d0b6d852d82;424e05987b51fd1ff326482d42fd812bc20fd791;;;FALSO;139000000;1;8a7a26fb8b087e6ddef8a79487483379eb5b95ac;Trinidad;#1503;15;Vía pública;Belén;c424ebd960f0b5bc9fa94020b39a58a5225f391a;Hombre;21;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;424e05987b51fd1ff326482d42fd812bc20fd791;Electrodoméstico video y audio y accesorios;Electrodomésticos;Mercancía;-1;Sin dato;Sin dato;Sin dato
355801;HS_HURTO_GENERAL_2013_10456;2005-02-12 09:00:00;46c45f372870f4e834a5196ab4b407bef8074a01;3880c4f99b4605dfadee9a5e2e809090d3def29f;e56f69b049f0569379756c7843638d0b6d852d82;644556d829a0cd151a126662a6fef2846e2eeda1;6,232162;-75,596185;FALSO;3000000;1;3880c4f99b4605dfadee9a5e2e809090d3def29f;Belén;#1603;16;Vía pública;Belén;46c45f372870f4e834a5196ab4b407bef8074a01;Hombre;35;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;644556d829a0cd151a126662a6fef2846e2eeda1;Sin dato;Sin dato;Sin dato;-1;Sin dato;Sin dato;Sin dato
355927;HS_HURTO_GENERAL_2013_12033;2005-06-24 15:15:00;211bd1e754ba6738e00c330b8005466adc3ed69c;92208930579c845ec08a988f0eb5ee635a2c16cf;e56f69b049f0569379756c7843638d0b6d852d82;2f096f33cb1d38c88c53336c9248563636dc86a5;6,221655;-75,579753;FALSO;34000000;1;92208930579c845ec08a988f0eb5ee635a2c16cf;Santa Fé;#1504;15;Vehículo particular;Belén;211bd1e754ba6738e00c330b8005466adc3ed69c;Hombre;24;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;2f096f33cb1d38c88c53336c9248563636dc86a5;Ropa exterior;Prendas de vestir y accesorios;Mercancía;-1;Azul;Sin dato;Sin dato
356331;HS_HURTO_GENERAL_2010_15004;2005-09-01 06:40:00;581d10f3b766ed7b0f3d8624b3240344d8a79b9e;18e9d87deb67559b0808ecb8c3b011701f8a2e95;e56f69b049f0569379756c7843638d0b6d852d82;4956c893dc8096c4e096e9addae4c0a1356e6cc4;;;VERDADERO;12000000;1;18e9d87deb67559b0808ecb8c3b011701f8a2e95;Moravia;#0405;4;Vehículo particular;Aranjuez;581d10f3b766ed7b0f3d8624b3240344d8a79b9e;Hombre;41;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;4956c893dc8096c4e096e9addae4c0a1356e6cc4;Cilíndros de gas;Elementos para guardar o almacenar;Mercancía;-1;Sin dato;Sin dato;Sin dato
356332;HS_HURTO_GENERAL_2013_13121;2005-09-01 06:40:00;581d10f3b766ed7b0f3d8624b3240344d8a79b9e;18e9d87deb67559b0808ecb8c3b011701f8a2e95;e56f69b049f0569379756c7843638d0b6d852d82;4956c893dc8096c4e096e9addae4c0a1356e6cc4;;;FALSO;12000000;1;18e9d87deb67559b0808ecb8c3b011701f8a2e95;Moravia;#0405;4;Vehículo particular;Aranjuez;581d10f3b766ed7b0f3d8624b3240344d8a79b9e;Hombre;41;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;4956c893dc8096c4e096e9addae4c0a1356e6cc4;Cilíndros de gas;Elementos para guardar o almacenar;Mercancía;-1;Sin dato;Sin dato;Sin dato
356371;HS_HURTO_GENERAL_2013_13768;2005-10-18 11:00:00;27d3bfcc0030ddab5f9f0e4d203fadd8fcd44c40;203d7801f85e74597b6fade2a8aa26363b781368;e56f69b049f0569379756c7843638d0b6d852d82;e26174fd77cddc039bd5b8feb8347cc9a1dbc93f;6,270058;-75,587385;FALSO;7499999,5;1;203d7801f85e74597b6fade2a8aa26363b781368;San Germán;#0703;7;Vehículo particular;Castilla;27d3bfcc0030ddab5f9f0e4d203fadd8fcd44c40;Hombre;36;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;e26174fd77cddc039bd5b8feb8347cc9a1dbc93f;Carne;Alimento;Mercancía;-1;Sin dato;Sin dato;Sin dato
356385;HS_HURTO_GENERAL_2010_15884;2005-11-02 09:00:00;a86c3c7bc8fe3bd0a9fa2e65159c55135f0fabe6;c14f879194c718596cba685ba407804be99d2887;e56f69b049f0569379756c7843638d0b6d852d82;5ae7d6cf2827f7968abcb5e124fffb51264182a5;6,290515;-75,583828;VERDADERO;2963000;1;c14f879194c718596cba685ba407804be99d2887;Kennedy;#0607;6;Residencia;Doce de Octubre;a86c3c7bc8fe3bd0a9fa2e65159c55135f0fabe6;Hombre;42;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;5ae7d6cf2827f7968abcb5e124fffb51264182a5;Sin dato mercancías;Sin dato mercancías;Mercancía;-1;Sin dato;Sin dato;Sin dato
356387;HS_HURTO_GENERAL_2013_13921;2005-11-02 09:00:00;a86c3c7bc8fe3bd0a9fa2e65159c55135f0fabe6;c14f879194c718596cba685ba407804be99d2887;e56f69b049f0569379756c7843638d0b6d852d82;5ae7d6cf2827f7968abcb5e124fffb51264182a5;6,290515;-75,583828;FALSO;2963000;1;c14f879194c718596cba685ba407804be99d2887;Kennedy;#0607;6;Residencia;Doce de Octubre;a86c3c7bc8fe3bd0a9fa2e65159c55135f0fabe6;Hombre;42;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;e56f69b049f0569379756c7843638d0b6d852d82;Hurto por piratería terrestre;Atraco;Sin dato;Piratería;Arma de fuego;Sin dato;Sin dato;5ae7d6cf2827f7968abcb5e124fffb51264182a5;Sin dato mercancías;Sin dato mercancías;Mercancía;-1;Sin dato;Sin dato;Sin dato
